# HEFT Scheduler Comparison Results
# Format: trial | graph_info | upward_rank | sum_rank | performance
# ================================================================================

=== Trial 0 ===
Graph Info: Tasks:  4, Edges:  4, Ratio: 1.00
Upward Rank: 5.125577
Sum Rank:    5.125577
Difference:   +0.000000 (+0.0%)
Winner:       equal

=== Trial 1 ===
Graph Info: Tasks:  5, Edges:  6, Ratio: 0.83
Upward Rank: 3.482132
Sum Rank:    3.482132
Difference:   +0.000000 (+0.0%)
Winner:       equal

=== Trial 2 ===
Graph Info: Tasks:  5, Edges:  6, Ratio: 0.83
Upward Rank: 2.918440
Sum Rank:    2.918440
Difference:   +0.000000 (+0.0%)
Winner:       equal

=== Trial 3 ===
Graph Info: Tasks:  5, Edges:  6, Ratio: 0.83
Upward Rank: 3.065676
Sum Rank:    3.065676
Difference:   +0.000000 (+0.0%)
Winner:       equal

=== Trial 4 ===
Graph Info: Tasks:  4, Edges:  4, Ratio: 1.00
Upward Rank: 1.729302
Sum Rank:    1.729302
Difference:   +0.000000 (+0.0%)
Winner:       equal

=== Trial 5 ===
Graph Info: Tasks: 14, Edges: 21, Ratio: 0.67
Upward Rank: 5.280257
Sum Rank:    5.383640
Difference:   +0.103383 (-2.0%)
Winner:       upward_rank

=== Trial 6 ===
Graph Info: Tasks:  4, Edges:  4, Ratio: 1.00
Upward Rank: 2.086630
Sum Rank:    2.086630
Difference:   +0.000000 (-0.0%)
Winner:       upward_rank

=== Trial 7 ===
Graph Info: Tasks: 14, Edges: 21, Ratio: 0.67
Upward Rank: 6.053482
Sum Rank:    6.215639
Difference:   +0.162157 (-2.7%)
Winner:       upward_rank

=== Trial 8 ===
Graph Info: Tasks:  5, Edges:  6, Ratio: 0.83
Upward Rank: 3.193880
Sum Rank:    3.193880
Difference:   +0.000000 (+0.0%)
Winner:       equal

=== Trial 9 ===
Graph Info: Tasks:  8, Edges: 10, Ratio: 0.80
Upward Rank: 3.874447
Sum Rank:    3.874447
Difference:   +0.000000 (+0.0%)
Winner:       equal

=== Trial 10 ===
Graph Info: Tasks:  4, Edges:  4, Ratio: 1.00
Upward Rank: 2.498483
Sum Rank:    2.497855
Difference:   -0.000628 (+0.0%)
Winner:       sum_rank

=== Trial 11 ===
Graph Info: Tasks:  4, Edges:  4, Ratio: 1.00
Upward Rank: 2.062664
Sum Rank:    2.062664
